P35128	UBE2N_DROME	reviewed	Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme N) (Protein bendless) (Ubiquitin carrier protein N) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase D3) (Ubiquitin-protein ligase N)	ben UbcD3 CG18319	Drosophila melanogaster (Fruit fly)	151
A0A516IDJ8	A0A516IDJ8_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Avian avulavirus 1	2204
A0A5B9MU75	A0A5B9MU75_CVHOC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Human coronavirus OC43 (HCoV-OC43)	230
A0A3S7SNW4	A0A3S7SNW4_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A3Q8HHS2	A0A3Q8HHS2_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A0E3XK29	A0A0E3XK29_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A4Y6ER58	A0A4Y6ER58_9NIDO	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Porcine deltacoronavirus	213
A0A0U4CSS0	A0A0U4CSS0_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A510C4I5	A0A510C4I5_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
Q98333	Q98333_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Measles morbillivirus	2183
B1PDN2	B1PDN2_9MONO	unreviewed	Nucleocapsid (Nucleocapsid protein) (Fragment)	N	Measles morbillivirus	151
A0A4Y6GN38	A0A4Y6GN38_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Coronavirus BtSk-AlphaCoV/GX2018D	228
A0A0K2GU97	A0A0K2GU97_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	115
A0A0G2YL64	A0A0G2YL64_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	122
I2E2X8	I2E2X8_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	106
Q9ICP5	Q9ICP5_TSWV	unreviewed	Nucleoprotein (Nucleocapsid protein)	n	Tomato spotted wilt virus (TSWV)	236
A0A3T0IBH5	A0A3T0IBH5_9BETC	unreviewed	N protein (Fragment)	N	Yak coronavirus	214
A0A5C0PFN4	A0A5C0PFN4_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
I6VAI2	I6VAI2_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A0K2SF30	A0A0K2SF30_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Ferret coronavirus	265
A0A5C0PEU3	A0A5C0PEU3_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
A0A1J0REY7	A0A1J0REY7_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2128
A0A0G2YIQ4	A0A0G2YIQ4_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A0U4DKL9	A0A0U4DKL9_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A0E3TMR2	A0A0E3TMR2_9MONO	unreviewed	GDP polyribonucleotidyltransferase (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (Large structural protein) (RNA-directed RNA polymerase) (RNA-directed RNA polymerase L) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase) (Fragment)	L	Zaire ebolavirus	2207
A0A0S0HD24	A0A0S0HD24_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A068LR42	A0A068LR42_9GAMC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Duck coronavirus	46
A0A0F6PCW4	A0A0F6PCW4_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A0U3UZ18	A0A0U3UZ18_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A0U4EBV6	A0A0U4EBV6_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
A0A0K1NXV3	A0A0K1NXV3_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Zaire ebolavirus	2212
H8XWT3	H8XWT3_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Obodhiang virus	2138
K4MQB3	K4MQB3_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Marburg marburgvirus	2331
G9IS04	G9IS04_9MONO	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Tailam virus	2172
A0A0D3R153	A0A0D3R153_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Kamese virus	2104
A0A142LST6	A0A142LST6_9MONO	unreviewed	N protein (Fragment)		Parrot bornavirus 4	115
A0A6B9D8K7	A0A6B9D8K7_9BETC	unreviewed	N protein (Fragment)	N	Bovine coronavirus	138
A0A3G1Q9F9	A0A3G1Q9F9_9BETC	unreviewed	N protein (Fragment)	N	Bovine coronavirus	102
A0A249JTJ5	A0A249JTJ5_PPRV	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Peste-des-petits-ruminants virus (PPRV)	2183
A0A0F7IJG0	A0A0F7IJG0_PPRV	unreviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56); GDP polyribonucleotidyltransferase (EC 2.7.7.88); Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296)]	L	Peste-des-petits-ruminants virus (PPRV)	2183
A0A0G2YPU2	A0A0G2YPU2_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	122
F6M1R4	F6M1R4_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Canine coronavirus	262
E1A144	E1A144_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	119
A0A411D599	A0A411D599_9BETC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	ORF7 M	Canine respiratory coronavirus	230
Q6SRJ2	Q6SRJ2_CVHSA	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	SARS coronavirus TW-YM3	143
S6B903	S6B903_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Canine coronavirus	262
V5R4T6	V5R4T6_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	136
A0A0K2GU04	A0A0K2GU04_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	115
A0A5C0ZTU3	A0A5C0ZTU3_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	136
A0A514KFI9	A0A514KFI9_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	256
A0A0K2GTX5	A0A0K2GTX5_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment)	M	Canine coronavirus	115
A0A6F8II99	A0A6F8II99_BCHK5	unreviewed	N protein	N	Bat coronavirus HKU5 (BtCoV) (BtCoV/HKU5/2004)	427
I6VAT8	I6VAT8_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A5C0PGL3	A0A5C0PGL3_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
H1ADA4	H1ADA4_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A2N9QW29	A0A2N9QW29_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
I6VAP8	I6VAP8_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
I6VA86	I6VA86_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A6B9IW08	A0A6B9IW08_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A0R7EZE2	A0A0R7EZE2_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
S5DL10	S5DL10_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
D3JZQ2	D3JZQ2_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2128
I6VB04	I6VB04_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
I6VA34	I6VA34_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
B1NKG5	B1NKG5_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2128
A0A165D502	A0A165D502_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
I6WN87	I6WN87_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A6B9IW26	A0A6B9IW26_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A5C0PHE5	A0A5C0PHE5_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
A0A220F8S7	A0A220F8S7_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Kanyawara virus	2117
A0A386PZF5	A0A386PZF5_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2128
A0A5C0PE18	A0A5C0PE18_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
A0A1J0RFX8	A0A1J0RFX8_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
D3JZR2	D3JZR2_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2128
A0A1J0RFE3	A0A1J0RFE3_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2128
A0A6B9IUL2	A0A6B9IUL2_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A5J6EH27	A0A5J6EH27_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
A0A2U8UFL3	A0A2U8UFL3_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A5C0PFB8	A0A5C0PFB8_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)		Rabies lyssavirus	2127
A0A165D8G6	A0A165D8G6_9RHAB	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (EC 2.1.1.56) (EC 2.7.7.48) (EC 2.7.7.88) (GDP polyribonucleotidyltransferase) (Large structural protein) (RNA-directed RNA polymerase) (Replicase) (Transcriptase) (mRNA (guanine-N(7)-)-methyltransferase)	L	Rabies lyssavirus	2127
A0A4Y6A782	A0A4Y6A782_9ALPC	unreviewed	Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein)	M	Bat alphacoronavirus	228
A0A159D6Z3	A0A159D6Z3_9NIDO	unreviewed	N protein		Free State vervet virus	107
